Feature,Value,Model,test_subjects
upperarm_jerk_med,0.010616360913872696,RandomForestClassifier,"(9, 15, 16)"
trunk_jerk_mean,0.009973570323640591,RandomForestClassifier,"(9, 15, 16)"
wrist_jerk_perc75,0.00987059607443226,RandomForestClassifier,"(9, 15, 16)"
trunk_jerk_med,0.00968637779024718,RandomForestClassifier,"(9, 15, 16)"
upperarm_acc_mean,0.009599385087460088,RandomForestClassifier,"(9, 15, 16)"
trunk_acc_med,0.00917792584727365,RandomForestClassifier,"(9, 15, 16)"
trunk_acc_mean,0.00851875778157823,RandomForestClassifier,"(9, 15, 16)"
upperarm_jerk_perc75,0.008435871555274494,RandomForestClassifier,"(9, 15, 16)"
trunk_acc_rms,0.008134563243798998,RandomForestClassifier,"(9, 15, 16)"
trunk_acc_perc25,0.008043990305137362,RandomForestClassifier,"(9, 15, 16)"
upperarm_jerk_min,0.007038075868790207,RandomForestClassifier,"(9, 15, 16)"
wrist_jerk_max,34.0,LGBMClassifier,"(9, 15, 16)"
upperarm_acc_std,24.0,LGBMClassifier,"(9, 15, 16)"
wrist_acc_min,18.0,LGBMClassifier,"(9, 15, 16)"
upperarm_acc_perc25,13.0,LGBMClassifier,"(9, 15, 16)"
wrist_acc_rms,12.0,LGBMClassifier,"(9, 15, 16)"
trunk_jerk_perc25,11.0,LGBMClassifier,"(9, 15, 16)"
trunk_acc_min,9.0,LGBMClassifier,"(9, 15, 16)"
trunk_jerk_rms,9.0,LGBMClassifier,"(9, 15, 16)"
trunk_jerk_max,9.0,LGBMClassifier,"(9, 15, 16)"
upperarm_jerk_mean,9.0,LGBMClassifier,"(9, 15, 16)"
upperarm_acc_max,9.0,LGBMClassifier,"(9, 15, 16)"
wrist_jerk_mean,8.0,LGBMClassifier,"(9, 15, 16)"
wrist_acc_length,7.0,LGBMClassifier,"(9, 15, 16)"
upperarm_acc_perc75,6.0,LGBMClassifier,"(9, 15, 16)"
upperarm_jerk_mad,6.0,LGBMClassifier,"(9, 15, 16)"
trunk_acc_mad,6.0,LGBMClassifier,"(9, 15, 16)"
wrist_acc_mad,6.0,LGBMClassifier,"(9, 15, 16)"
wrist_jerk_mad,6.0,LGBMClassifier,"(9, 15, 16)"
wrist_jerk_perc25,5.0,LGBMClassifier,"(9, 15, 16)"
wrist_acc_std,5.0,LGBMClassifier,"(9, 15, 16)"
upperarm_acc_min,4.0,LGBMClassifier,"(9, 15, 16)"
trunk_acc_perc25,4.0,LGBMClassifier,"(9, 15, 16)"
upperarm_acc_mad,4.0,LGBMClassifier,"(9, 15, 16)"
trunk_jerk_min,4.0,LGBMClassifier,"(9, 15, 16)"
trunk_acc_perc75,4.0,LGBMClassifier,"(9, 15, 16)"
wrist_jerk_std,4.0,LGBMClassifier,"(9, 15, 16)"
trunk_acc_med,3.0,LGBMClassifier,"(9, 15, 16)"
upperarm_jerk_perc25,3.0,LGBMClassifier,"(9, 15, 16)"
trunk_jerk_std,2.0,LGBMClassifier,"(9, 15, 16)"
wrist_jerk_med,2.0,LGBMClassifier,"(9, 15, 16)"
upperarm_acc_rms,2.0,LGBMClassifier,"(9, 15, 16)"
wrist_jerk_min,2.0,LGBMClassifier,"(9, 15, 16)"
trunk_acc_rms,1.0,LGBMClassifier,"(9, 15, 16)"
upperarm_jerk_med,1.0,LGBMClassifier,"(9, 15, 16)"
trunk_jerk_perc75,1.0,LGBMClassifier,"(9, 15, 16)"
trunk_jerk_mad,1.0,LGBMClassifier,"(9, 15, 16)"
trunk_acc_std,1.0,LGBMClassifier,"(9, 15, 16)"
trunk_acc_max,1.0,LGBMClassifier,"(9, 15, 16)"
trunk_jerk_mean,1.0,LGBMClassifier,"(9, 15, 16)"
wrist_jerk_rms,1.0,LGBMClassifier,"(9, 15, 16)"
wrist_acc_med,1.0,LGBMClassifier,"(9, 15, 16)"
upperarm_jerk_rms,0.0,LGBMClassifier,"(9, 15, 16)"
wrist_acc_mean,0.0,LGBMClassifier,"(9, 15, 16)"
upperarm_jerk_max,0.0,LGBMClassifier,"(9, 15, 16)"
upperarm_jerk_min,0.0,LGBMClassifier,"(9, 15, 16)"
upperarm_jerk_std,0.0,LGBMClassifier,"(9, 15, 16)"
wrist_acc_max,0.0,LGBMClassifier,"(9, 15, 16)"
upperarm_acc_med,0.0,LGBMClassifier,"(9, 15, 16)"
wrist_acc_perc25,0.0,LGBMClassifier,"(9, 15, 16)"
wrist_acc_perc75,0.0,LGBMClassifier,"(9, 15, 16)"
trunk_acc_mean,0.0,LGBMClassifier,"(9, 15, 16)"
upperarm_acc_mean,0.0,LGBMClassifier,"(9, 15, 16)"
wrist_jerk_perc75,0.0,LGBMClassifier,"(9, 15, 16)"
trunk_jerk_med,0.0,LGBMClassifier,"(9, 15, 16)"
upperarm_jerk_perc75,0.0,LGBMClassifier,"(9, 15, 16)"
wrist_jerk_max,0.04054395730872143,ExtraTreesClassifier,"(9, 15, 16)"
wrist_jerk_perc25,0.03169079424948059,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_acc_std,0.027285259387122514,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_jerk_perc25,0.026674432600941735,ExtraTreesClassifier,"(9, 15, 16)"
wrist_acc_perc25,0.026152978845663748,ExtraTreesClassifier,"(9, 15, 16)"
wrist_jerk_mad,0.024999119661692985,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_acc_mad,0.024827070043474054,ExtraTreesClassifier,"(9, 15, 16)"
trunk_jerk_perc25,0.024411673994763725,ExtraTreesClassifier,"(9, 15, 16)"
wrist_acc_rms,0.023518933215188165,ExtraTreesClassifier,"(9, 15, 16)"
wrist_jerk_std,0.022506392731188977,ExtraTreesClassifier,"(9, 15, 16)"
wrist_acc_max,0.021691505642570615,ExtraTreesClassifier,"(9, 15, 16)"
trunk_acc_perc75,0.021592950091855044,ExtraTreesClassifier,"(9, 15, 16)"
wrist_jerk_rms,0.021119442397128395,ExtraTreesClassifier,"(9, 15, 16)"
trunk_jerk_max,0.020063894348168774,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_acc_med,0.020011298181387395,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_jerk_std,0.01969504662168097,ExtraTreesClassifier,"(9, 15, 16)"
wrist_acc_std,0.019000784845938676,ExtraTreesClassifier,"(9, 15, 16)"
trunk_jerk_rms,0.018945343895689446,ExtraTreesClassifier,"(9, 15, 16)"
wrist_acc_mad,0.01893646640216129,ExtraTreesClassifier,"(9, 15, 16)"
wrist_acc_mean,0.018805501044447906,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_acc_min,0.018182493785296863,ExtraTreesClassifier,"(9, 15, 16)"
wrist_acc_med,0.018066894875152853,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_jerk_med,0.01805007616104528,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_acc_rms,0.01759461138868973,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_jerk_perc75,0.01739772690716283,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_acc_perc75,0.017312257348142186,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_jerk_mad,0.01713119479430491,ExtraTreesClassifier,"(9, 15, 16)"
wrist_jerk_med,0.017059849800835414,ExtraTreesClassifier,"(9, 15, 16)"
trunk_jerk_std,0.016828721683950356,ExtraTreesClassifier,"(9, 15, 16)"
trunk_jerk_mad,0.016795202175970494,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_jerk_max,0.016541860142475266,ExtraTreesClassifier,"(9, 15, 16)"
trunk_acc_mad,0.016483656180428116,ExtraTreesClassifier,"(9, 15, 16)"
trunk_acc_perc25,0.016349018482332944,ExtraTreesClassifier,"(9, 15, 16)"
wrist_jerk_perc75,0.016244136776490344,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_jerk_rms,0.016024380849630083,ExtraTreesClassifier,"(9, 15, 16)"
trunk_jerk_min,0.01596759870170277,ExtraTreesClassifier,"(9, 15, 16)"
wrist_acc_min,0.015955756974726606,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_acc_max,0.015862014602578623,ExtraTreesClassifier,"(9, 15, 16)"
wrist_acc_length,0.015545180074115731,ExtraTreesClassifier,"(9, 15, 16)"
trunk_acc_min,0.01534954950653961,ExtraTreesClassifier,"(9, 15, 16)"
trunk_acc_mean,0.015052344754910525,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_jerk_mean,0.01504710366891502,ExtraTreesClassifier,"(9, 15, 16)"
wrist_acc_perc75,0.014270497441053924,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_acc_perc25,0.013982282881113148,ExtraTreesClassifier,"(9, 15, 16)"
wrist_jerk_mean,0.013670281905854065,ExtraTreesClassifier,"(9, 15, 16)"
trunk_acc_med,0.013371731604227638,ExtraTreesClassifier,"(9, 15, 16)"
trunk_jerk_med,0.012973957856585262,ExtraTreesClassifier,"(9, 15, 16)"
wrist_jerk_min,0.012887004790403543,ExtraTreesClassifier,"(9, 15, 16)"
trunk_acc_rms,0.012759978973138781,ExtraTreesClassifier,"(9, 15, 16)"
trunk_jerk_perc75,0.012705618914866396,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_acc_mean,0.01235501472064379,ExtraTreesClassifier,"(9, 15, 16)"
trunk_jerk_mean,0.011917048505769622,ExtraTreesClassifier,"(9, 15, 16)"
trunk_acc_max,0.011811816116609098,ExtraTreesClassifier,"(9, 15, 16)"
trunk_acc_std,0.011354443327994393,ExtraTreesClassifier,"(9, 15, 16)"
upperarm_jerk_min,0.008625847817077512,ExtraTreesClassifier,"(9, 15, 16)"
wrist_jerk_max,0.16271215745002846,GradientBoostingClassifier,"(9, 15, 16)"
trunk_jerk_max,0.10182662122334271,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_acc_max,0.09859865166808769,GradientBoostingClassifier,"(9, 15, 16)"
wrist_acc_min,0.09121068912862527,GradientBoostingClassifier,"(9, 15, 16)"
wrist_acc_max,0.05759147796476475,GradientBoostingClassifier,"(9, 15, 16)"
wrist_acc_mean,0.05679782198675265,GradientBoostingClassifier,"(9, 15, 16)"
wrist_acc_std,0.05038135708556112,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_acc_std,0.045169643631585925,GradientBoostingClassifier,"(9, 15, 16)"
wrist_jerk_perc25,0.04406982815276339,GradientBoostingClassifier,"(9, 15, 16)"
trunk_jerk_perc25,0.041864612044275,GradientBoostingClassifier,"(9, 15, 16)"
trunk_jerk_rms,0.03898562592244543,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_acc_rms,0.033469428370962916,GradientBoostingClassifier,"(9, 15, 16)"
wrist_jerk_mad,0.021356754488888956,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_jerk_rms,0.02084322722078768,GradientBoostingClassifier,"(9, 15, 16)"
trunk_acc_max,0.015255035499932108,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_acc_min,0.011961266899014575,GradientBoostingClassifier,"(9, 15, 16)"
wrist_jerk_perc75,0.010003169907934475,GradientBoostingClassifier,"(9, 15, 16)"
wrist_jerk_min,0.00998269850897436,GradientBoostingClassifier,"(9, 15, 16)"
trunk_jerk_perc75,0.009029939893609567,GradientBoostingClassifier,"(9, 15, 16)"
wrist_jerk_std,0.008781644147039648,GradientBoostingClassifier,"(9, 15, 16)"
wrist_acc_mad,0.007918986887790736,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_acc_perc75,0.007391759434552015,GradientBoostingClassifier,"(9, 15, 16)"
wrist_acc_length,0.007226050512222799,GradientBoostingClassifier,"(9, 15, 16)"
wrist_acc_rms,0.006070635297386849,GradientBoostingClassifier,"(9, 15, 16)"
trunk_jerk_mad,0.0052445847995569225,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_jerk_mad,0.005087039967252819,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_jerk_max,0.003922145994586093,GradientBoostingClassifier,"(9, 15, 16)"
trunk_acc_perc75,0.0038943691007876594,GradientBoostingClassifier,"(9, 15, 16)"
trunk_acc_perc25,0.0036545052966823277,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_acc_perc25,0.0032872154470205343,GradientBoostingClassifier,"(9, 15, 16)"
wrist_jerk_med,0.0032670617280023927,GradientBoostingClassifier,"(9, 15, 16)"
wrist_acc_med,0.0021219577356725223,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_jerk_min,0.0017501963658168307,GradientBoostingClassifier,"(9, 15, 16)"
wrist_jerk_rms,0.0016048674001560158,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_jerk_mean,0.0012740567926766303,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_acc_med,0.001197416336466816,GradientBoostingClassifier,"(9, 15, 16)"
wrist_jerk_mean,0.0008512635937446577,GradientBoostingClassifier,"(9, 15, 16)"
trunk_acc_min,0.0008291164530192755,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_jerk_perc25,0.0007485423901986262,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_acc_mad,0.0005106323458545202,GradientBoostingClassifier,"(9, 15, 16)"
wrist_acc_perc25,0.0004950079573565078,GradientBoostingClassifier,"(9, 15, 16)"
wrist_acc_perc75,0.0003695811543962008,GradientBoostingClassifier,"(9, 15, 16)"
trunk_acc_med,0.0002881570140458888,GradientBoostingClassifier,"(9, 15, 16)"
trunk_jerk_min,0.00023457756244487973,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_jerk_med,0.00021764679402666565,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_jerk_perc75,0.00021402470046008219,GradientBoostingClassifier,"(9, 15, 16)"
trunk_jerk_med,0.0001537597122408649,GradientBoostingClassifier,"(9, 15, 16)"
trunk_acc_mad,0.00012486241520257634,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_jerk_std,9.938355684822974e-05,GradientBoostingClassifier,"(9, 15, 16)"
trunk_acc_rms,3.001135452165869e-05,GradientBoostingClassifier,"(9, 15, 16)"
trunk_jerk_std,1.2148924754655101e-05,GradientBoostingClassifier,"(9, 15, 16)"
trunk_acc_std,6.81760314860999e-06,GradientBoostingClassifier,"(9, 15, 16)"
trunk_acc_mean,6.464574255777635e-06,GradientBoostingClassifier,"(9, 15, 16)"
trunk_jerk_mean,3.498553227348845e-06,GradientBoostingClassifier,"(9, 15, 16)"
upperarm_acc_mean,3.0482462430517417e-09,GradientBoostingClassifier,"(9, 15, 16)"
error,0.0,LinearDiscriminantAnalysis,"(9, 15, 16)"
error,0.0,RidgeClassifier,"(9, 15, 16)"
wrist_jerk_max,0.177962962962963,DecisionTreeClassifier,"(9, 15, 16)"
wrist_jerk_std,0.14835862550148263,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_acc_max,0.14699999999999996,DecisionTreeClassifier,"(9, 15, 16)"
trunk_jerk_max,0.12792989417989414,DecisionTreeClassifier,"(9, 15, 16)"
wrist_acc_min,0.09650793650793656,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_jerk_max,0.06310657596371884,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_acc_rms,0.04760194307608105,DecisionTreeClassifier,"(9, 15, 16)"
wrist_acc_mean,0.04229885057471261,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_acc_min,0.04043956043956042,DecisionTreeClassifier,"(9, 15, 16)"
trunk_acc_med,0.040158730158730165,DecisionTreeClassifier,"(9, 15, 16)"
trunk_acc_max,0.039428571428571445,DecisionTreeClassifier,"(9, 15, 16)"
trunk_jerk_std,0.029206349206349205,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_acc_std,0.0,DecisionTreeClassifier,"(9, 15, 16)"
trunk_jerk_perc75,0.0,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_acc_mean,0.0,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_acc_mad,0.0,DecisionTreeClassifier,"(9, 15, 16)"
trunk_jerk_med,0.0,DecisionTreeClassifier,"(9, 15, 16)"
trunk_jerk_perc25,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_acc_length,0.0,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_acc_med,0.0,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_acc_perc25,0.0,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_acc_perc75,0.0,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_jerk_mean,0.0,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_jerk_rms,0.0,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_jerk_mad,0.0,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_jerk_std,0.0,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_jerk_min,0.0,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_jerk_med,0.0,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_jerk_perc25,0.0,DecisionTreeClassifier,"(9, 15, 16)"
trunk_jerk_min,0.0,DecisionTreeClassifier,"(9, 15, 16)"
trunk_acc_perc75,0.0,DecisionTreeClassifier,"(9, 15, 16)"
trunk_jerk_mad,0.0,DecisionTreeClassifier,"(9, 15, 16)"
trunk_jerk_rms,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_acc_rms,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_acc_mad,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_acc_std,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_acc_max,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_acc_med,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_acc_perc25,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_acc_perc75,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_jerk_mean,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_jerk_rms,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_jerk_mad,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_jerk_min,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_jerk_med,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_jerk_perc25,0.0,DecisionTreeClassifier,"(9, 15, 16)"
wrist_jerk_perc75,0.0,DecisionTreeClassifier,"(9, 15, 16)"
trunk_acc_mean,0.0,DecisionTreeClassifier,"(9, 15, 16)"
trunk_acc_rms,0.0,DecisionTreeClassifier,"(9, 15, 16)"
trunk_acc_mad,0.0,DecisionTreeClassifier,"(9, 15, 16)"
trunk_acc_std,0.0,DecisionTreeClassifier,"(9, 15, 16)"
trunk_acc_min,0.0,DecisionTreeClassifier,"(9, 15, 16)"
trunk_acc_perc25,0.0,DecisionTreeClassifier,"(9, 15, 16)"
trunk_jerk_mean,0.0,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_jerk_perc75,0.0,DecisionTreeClassifier,"(9, 15, 16)"
upperarm_acc_perc25,0.1,AdaBoostClassifier,"(9, 15, 16)"
wrist_jerk_max,0.08,AdaBoostClassifier,"(9, 15, 16)"
wrist_acc_min,0.08,AdaBoostClassifier,"(9, 15, 16)"
upperarm_acc_std,0.06,AdaBoostClassifier,"(9, 15, 16)"
wrist_acc_rms,0.06,AdaBoostClassifier,"(9, 15, 16)"
upperarm_acc_min,0.06,AdaBoostClassifier,"(9, 15, 16)"
trunk_jerk_min,0.06,AdaBoostClassifier,"(9, 15, 16)"
wrist_jerk_min,0.04,AdaBoostClassifier,"(9, 15, 16)"
wrist_jerk_mean,0.04,AdaBoostClassifier,"(9, 15, 16)"
wrist_acc_max,0.04,AdaBoostClassifier,"(9, 15, 16)"
trunk_jerk_max,0.04,AdaBoostClassifier,"(9, 15, 16)"
upperarm_acc_rms,0.04,AdaBoostClassifier,"(9, 15, 16)"
trunk_jerk_rms,0.02,AdaBoostClassifier,"(9, 15, 16)"
trunk_acc_mad,0.02,AdaBoostClassifier,"(9, 15, 16)"
trunk_jerk_std,0.02,AdaBoostClassifier,"(9, 15, 16)"
wrist_acc_mean,0.02,AdaBoostClassifier,"(9, 15, 16)"
trunk_acc_med,0.02,AdaBoostClassifier,"(9, 15, 16)"
upperarm_acc_max,0.02,AdaBoostClassifier,"(9, 15, 16)"
upperarm_acc_med,0.02,AdaBoostClassifier,"(9, 15, 16)"
wrist_acc_length,0.02,AdaBoostClassifier,"(9, 15, 16)"
upperarm_jerk_rms,0.02,AdaBoostClassifier,"(9, 15, 16)"
wrist_jerk_perc25,0.02,AdaBoostClassifier,"(9, 15, 16)"
wrist_jerk_mad,0.02,AdaBoostClassifier,"(9, 15, 16)"
upperarm_jerk_min,0.02,AdaBoostClassifier,"(9, 15, 16)"
wrist_acc_perc25,0.02,AdaBoostClassifier,"(9, 15, 16)"
wrist_acc_med,0.02,AdaBoostClassifier,"(9, 15, 16)"
trunk_jerk_perc25,0.02,AdaBoostClassifier,"(9, 15, 16)"
upperarm_acc_perc75,0.0,AdaBoostClassifier,"(9, 15, 16)"
upperarm_jerk_mean,0.0,AdaBoostClassifier,"(9, 15, 16)"
upperarm_acc_mean,0.0,AdaBoostClassifier,"(9, 15, 16)"
upperarm_jerk_mad,0.0,AdaBoostClassifier,"(9, 15, 16)"
upperarm_jerk_std,0.0,AdaBoostClassifier,"(9, 15, 16)"
upperarm_jerk_max,0.0,AdaBoostClassifier,"(9, 15, 16)"
upperarm_acc_mad,0.0,AdaBoostClassifier,"(9, 15, 16)"
upperarm_jerk_med,0.0,AdaBoostClassifier,"(9, 15, 16)"
upperarm_jerk_perc25,0.0,AdaBoostClassifier,"(9, 15, 16)"
trunk_acc_perc75,0.0,AdaBoostClassifier,"(9, 15, 16)"
trunk_jerk_perc75,0.0,AdaBoostClassifier,"(9, 15, 16)"
trunk_jerk_med,0.0,AdaBoostClassifier,"(9, 15, 16)"
wrist_acc_mad,0.0,AdaBoostClassifier,"(9, 15, 16)"
wrist_acc_std,0.0,AdaBoostClassifier,"(9, 15, 16)"
wrist_acc_perc75,0.0,AdaBoostClassifier,"(9, 15, 16)"
wrist_jerk_rms,0.0,AdaBoostClassifier,"(9, 15, 16)"
wrist_jerk_std,0.0,AdaBoostClassifier,"(9, 15, 16)"
wrist_jerk_med,0.0,AdaBoostClassifier,"(9, 15, 16)"
wrist_jerk_perc75,0.0,AdaBoostClassifier,"(9, 15, 16)"
trunk_acc_mean,0.0,AdaBoostClassifier,"(9, 15, 16)"
trunk_acc_rms,0.0,AdaBoostClassifier,"(9, 15, 16)"
trunk_acc_std,0.0,AdaBoostClassifier,"(9, 15, 16)"
trunk_acc_min,0.0,AdaBoostClassifier,"(9, 15, 16)"
trunk_acc_max,0.0,AdaBoostClassifier,"(9, 15, 16)"
trunk_acc_perc25,0.0,AdaBoostClassifier,"(9, 15, 16)"
trunk_jerk_mean,0.0,AdaBoostClassifier,"(9, 15, 16)"
trunk_jerk_mad,0.0,AdaBoostClassifier,"(9, 15, 16)"
upperarm_jerk_perc75,0.0,AdaBoostClassifier,"(9, 15, 16)"
error,0.0,LogisticRegression,"(9, 15, 16)"
error,0.0,QuadraticDiscriminantAnalysis,"(9, 15, 16)"
error,0.0,DummyClassifier,"(9, 15, 16)"
error,0.0,GaussianNB,"(9, 15, 16)"
error,0.0,SGDClassifier,"(9, 15, 16)"
error,0.0,KNeighborsClassifier,"(9, 15, 16)"
upperarm_jerk_perc25,0.031360683967328155,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_acc_perc75,0.03084134906624762,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_acc_mad,0.028987953084655054,ExtraTreesClassifier,"(9, 15, 17)"
wrist_acc_perc25,0.0271011738437274,ExtraTreesClassifier,"(9, 15, 17)"
trunk_jerk_perc25,0.025230168286998086,ExtraTreesClassifier,"(9, 15, 17)"
wrist_jerk_max,0.025045858961333392,ExtraTreesClassifier,"(9, 15, 17)"
trunk_jerk_max,0.02428838647391746,ExtraTreesClassifier,"(9, 15, 17)"
wrist_jerk_perc25,0.024022110193140128,ExtraTreesClassifier,"(9, 15, 17)"
wrist_acc_med,0.023694598494389308,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_jerk_med,0.023415052845097827,ExtraTreesClassifier,"(9, 15, 17)"
trunk_jerk_med,0.022455198404651544,ExtraTreesClassifier,"(9, 15, 17)"
trunk_acc_mad,0.021705130842179645,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_jerk_mad,0.020867043650325826,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_acc_std,0.020476099458777704,ExtraTreesClassifier,"(9, 15, 17)"
wrist_acc_perc75,0.02037042980724925,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_acc_min,0.01991485087100535,ExtraTreesClassifier,"(9, 15, 17)"
trunk_acc_perc25,0.0191975483589172,ExtraTreesClassifier,"(9, 15, 17)"
wrist_acc_rms,0.018903721448617683,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_jerk_rms,0.018878421119180533,ExtraTreesClassifier,"(9, 15, 17)"
wrist_acc_max,0.018786893556256602,ExtraTreesClassifier,"(9, 15, 17)"
wrist_jerk_std,0.018725150628983552,ExtraTreesClassifier,"(9, 15, 17)"
trunk_acc_min,0.018569604308612632,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_acc_perc25,0.018550839547623012,ExtraTreesClassifier,"(9, 15, 17)"
trunk_acc_std,0.018368359275578908,ExtraTreesClassifier,"(9, 15, 17)"
trunk_acc_mean,0.018330067511850328,ExtraTreesClassifier,"(9, 15, 17)"
trunk_jerk_std,0.018038119258698908,ExtraTreesClassifier,"(9, 15, 17)"
trunk_acc_max,0.017788362074062477,ExtraTreesClassifier,"(9, 15, 17)"
wrist_acc_mad,0.01750803157434901,ExtraTreesClassifier,"(9, 15, 17)"
trunk_acc_perc75,0.0174628736440641,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_jerk_std,0.01729620295630562,ExtraTreesClassifier,"(9, 15, 17)"
wrist_acc_mean,0.01644217734660734,ExtraTreesClassifier,"(9, 15, 17)"
wrist_acc_length,0.01623734270274883,ExtraTreesClassifier,"(9, 15, 17)"
wrist_jerk_med,0.016158334208413387,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_acc_med,0.01594369810489843,ExtraTreesClassifier,"(9, 15, 17)"
wrist_jerk_mad,0.015934376597606006,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_jerk_max,0.01564882634703044,ExtraTreesClassifier,"(9, 15, 17)"
trunk_jerk_min,0.015582537593685622,ExtraTreesClassifier,"(9, 15, 17)"
trunk_jerk_mad,0.015478496873810404,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_acc_max,0.015044080500364918,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_jerk_mean,0.01502687075398145,ExtraTreesClassifier,"(9, 15, 17)"
wrist_acc_std,0.014967567272440824,ExtraTreesClassifier,"(9, 15, 17)"
wrist_acc_min,0.014097646326566673,ExtraTreesClassifier,"(9, 15, 17)"
upperarm_jerk_min,0.013911680440084897,ExtraTreesClassifier,"(9, 15, 17)"
trunk_jerk_rms,0.013772643266332823,ExtraTreesClassifier,"(9, 15, 17)"
trunk_jerk_perc75,0.013510613395609267,ExtraTreesClassifier,"(9, 15, 17)"
wrist_jerk_min,0.013391097976959341,ExtraTreesClassifier,"(9, 15, 17)"
wrist_jerk_rms,0.013380082881013129,ExtraTreesClassifier,"(9, 15, 17)"
trunk_jerk_mean,0.0132222535538602,ExtraTreesClassifier,"(9, 15, 17)"
wrist_jerk_perc75,0.013190944970234864,ExtraTreesClassifier,"(9, 15, 17)"
wrist_jerk_mean,0.013076428867512733,ExtraTreesClassifier,"(9, 15, 17)"
trunk_acc_med,0.012786511293329311,ExtraTreesClassifier,"(9, 15, 17)"
